section,lesson,lesson_description,word,is_sight_word,phonetic_symbol,letter_combination,source
7,80,Long-Vowel Words: S Stands for the /z/ Sound,rose,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,pose,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,nose,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,chose,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,close,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,use,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,fuse,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,these,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,those,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,phrase,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,Trace,F,/ā/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,a,T,/ā/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,huge,F,/ū/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,red,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,at,F,/ă/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,the,T,/ē/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,shop,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,tag,F,/ă/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,on,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,tells,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,its,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,price,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,will,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,snips,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,to,T,/ū/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,clip,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,lift,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,face,F,/ā/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,sniff,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,with,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,it,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,smells,F,/z/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,nice,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,he,F,/ē/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,take,F,/ā/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,mom,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,she,F,/ē/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,hug,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,80,Long-Vowel Words: S Stands for the /z/ Sound,him,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,kits,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,grins,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,pile,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,grape,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,date,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,lime,F,/ī/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,piles,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,grapes,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,dates,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,limes,F,/ī/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,a,T,/ā/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,cloth,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,is,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,set,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,on,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,the,T,/ē/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,grass,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,and,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,sit,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,plates,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,name,F,/ā/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,state,F,/ā/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,drive,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,names,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,states,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,drives,F,/ī/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,I,T,/ī/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,spot,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,six,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,van,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,that,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,past,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,us,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,chime,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,wake,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,pane,F,/ā/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,flake,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,chimes,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,wakes,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,panes,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,flakes,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,pipe,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,scrape,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,sale,F,/ā/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,pipes,F,/ī/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,scrapes,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,sales,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,bell,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,it,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,me,F,/ē/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,up,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,ice,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,clings,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,to,T,/ū/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,glass,F,/ă/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,drift,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,must,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,off,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,check,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,if,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,froze,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,get,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,chill,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,when,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,think,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,will,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,go,F,/ō/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,thick,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,81,Adding S to the Ends of Words,socks,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,nine,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,shape,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,close,F,/ō/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,side,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,gaze,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,whale,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,white,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,five,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,twice,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,size,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,stride,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,wide,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,while,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,strike,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,game,F,/ā/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,smile,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,shine,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,stripe,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,make,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,wave,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,shake,F,/ā/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,shines,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,stripes,F,/ī/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,makes,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,waves,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,shakes,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,the,T,/ē/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,men,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,on,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,ship,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,spot,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,a,T,/ā/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,huge,F,/ū/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,in,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,sun,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,drifts,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,to,T,/ū/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,at,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,it,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,is,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,strange,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,with,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,its,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,back,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,yell,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,and,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,deck,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,dives,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,two,T,/ū/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,swims,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,off,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,that,F,/ă/,,OPG_Revised_Instructor.pdf
7,82,Review of Long-Vowel Words,was,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,wife,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,came,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,bride,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,name,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,plate,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,shine,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,state,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,brave,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,flame,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,mile,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,wide,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,save,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,life,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,maze,F,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,slice,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,rope,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,prize,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,throne,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,line,F,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,thrones,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,lines,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,quest,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,depth,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,quests,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,depths,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,the,T,/ē/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,rich,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,king,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,and,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,his,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,up,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,path,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,had,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,red,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,gems,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,on,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,them,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,a,T,/ā/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,that,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,did,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,in,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,sun,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,rose,F,/ō/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,I,T,/ī/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,shall,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,test,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,man,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,strength,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,send,F,/ĕ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,him,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,can,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,he,F,/ē/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,quench,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,is,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,stuck,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,black,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,run,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,strong,F,/ŏ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,no,F,/ō/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,cut,F,/ŭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,grant,F,/ă/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,to,T,/ū/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,this,F,/ĭ/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,be,F,/ē/,,OPG_Revised_Instructor.pdf
7,83,Review of Long-Vowel Words,next,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,to,T,/ū/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,two,T,/ū/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,too,T,/ū/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,made,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,plane,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,tale,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,male,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,sale,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,pale,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,pane,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,mane,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,waste,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,gale,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,maid,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,plain,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,tail,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,mail,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,sail,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,pail,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,pain,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,main,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,waist,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,Gail,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,is,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,a,T,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,cute,F,/ū/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,has,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,belt,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,on,F,/ŏ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,her,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,thin,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,she,F,/ē/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,will,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,take,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,and,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,get,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,the,T,/ē/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,cat,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,with,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,black,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,go,F,/ō/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,run,F,/ŭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,back,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,home,F,/ō/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,when,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,bed,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,Shane,F,/ā/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,man,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,rode,F,/ō/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,in,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,did,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,tell,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,you,F,/ŏ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,of,T,/ŭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,fox,F,/ŏ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,lost,F,/ŏ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,his,F,/ĭ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,soft,F,/ŏ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,long,F,/ŏ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,pride,F,/ī/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,had,F,/ă/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,fresh,F,/ĕ/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,white,F,/ī/,,OPG_Revised_Instructor.pdf
8,84,The Vowel Pair AI as /ā/,milk,F,/ĭ/,,OPG_Revised_Instructor.pdf
